transaction_id,customer_name,customer_email,product_name,category,quantity,unit_price,total_amount,discount_pct,order_date,region,sales_rep,status,phone_number,rating,order_date_is_null,unit_price_had_negative,total_amount_had_negative,_record_count
TXN0090,,,Shoes,electronics,13.0,1439.44,42931.86,13.0,2024-10-11,West, Bob,completed,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,3.0,0,0,0,1
TXN0091,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,laptop,electronics,12.0,445.74,41979.52,49.0,2024-09-02,West,Charlie,COMPLETED,,4.0,0,0,0,1
TXN0092,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,laptop,ELECTRONICS,-5.0,1926.86,45966.29,40.0,2024-07-11,South,alice,Completed,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,1.0,0,0,0,1
TXN0093,,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,Tablet,ELECTRONICS,15.0,0.0,13450.26,33.0,2024-07-14,North,CHARLIE,Completed,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,2.0,0,0,0,1
TXN0094,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,,T-Shirt,Clothing,16.0,3024.74,22375.54,40.0,2024-12-28,South,alice,CANCELLED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,1.0,0,0,0,1
TXN0095,,,laptop,ELECTRONICS,999.0,960.89,30361.17,8.0,2024-06-23,West, Bob,completed,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,3.0,0,0,0,1
TXN0096,,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,T-Shirt,Clothing,6.0,0.0,2344.63,7.0,2024-06-14,North,Bob,PENDING,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,5.0,0,0,0,1
TXN0097,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,laptop,ELECTRONICS,19.0,3806.36,0.0,26.0,2024-04-29,south, Bob,COMPLETED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,2.0,0,0,1,1
TXN0098,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,laptop,FOOD,3.0,3104.85,33032.79,150.0,2024-03-24,East,CHARLIE,CANCELLED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,3.0,0,0,0,1
TXN0099,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,Headphones,electronics,11.0,3191.15,17403.69,38.0,Jan 2024,south, Bob,COMPLETED,,1.0,0,0,0,1
TXN0100,,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,laptop,ELECTRONICS,5.0,1842.68,14796.05,46.0,2024-11-20,West,Alice,completed,,0.0,0,0,0,1
